Structure [idcode]	CAS	pKa	pKa-type	pKa-temp	logP	logP-type	logP-temp	mp	vp	vp-type	vp-temp	wSol mg/l	wSol-temp	Molweight	
dcm@@@qJUvUpeuih@H@@	004238-71-5	6.700000000000000e+000	EXP		1.600000000000000e+000	EXP		68-70	2.100000000000000e-004	EST	25	3.000000000000000e+003	25	158	
dmtL@@Pdf{eYUjjj`@	004442-94-8				1.620000000000000e+000	EST						7.000000000000000e+003	14	158	
gOtHCQbILkW@@@@	004595-59-9				7.200000000000000e-001	EXP		71-73	8.670000000000000e-001	EST	25	1.679000000000000e+004	25	158	
gOtHEabILkW@@@@	004595-60-2	-1.630000000000000e+000	EXP	20	5.000000000000000e-001	EXP			8.670000000000000e-001	EST	25	2.588000000000000e+004	25	158	
dclH@@rIQQJH|J{P@@@@@	004780-79-4				2.370000000000000e+000	EXP		64	2.890000000000000e-005	EST	25	2.850000000000000e+003	25	158	
dmtb@hJaAIVISae^R[e^[ffjY@@	005213-49-0				2.000000000000000e-001	EXP			2.610000000000000e-006	EST	25	1.920000000000000e+004	25	158	
deTD`AdHaIe[ZZ@Bh@@	005330-38-1				1.440000000000000e+000	EXP			1.070000000000000e-004	EST	25	5.035000000000000e+004	25	158	
dmuB@DpFeTfU]bijff`@	005427-26-9				-1.470000000000000e+000	EST						1.115000000000000e+004	25	158	
dmTB@@PYR[eYZZf`cH	005469-28-3				1.580000000000000e+000	EST						1.110000000000000e+004	25	158	
did@P@bABDfUvf`@h@@	006258-66-8				3.130000000000000e+000	EST		19.5						158	
dmUH@DHDfWUVjjh@@	006304-39-8				1.000000000000000e+000	EXP		87-89	1.060000000000000e-004	EST	25	9.757000000000000e+003	25	158	
dcm@@@WIEEEDUWSh@PD@@@	006628-04-2				1.770000000000000e+000	EST		169						158	
dmTL@@SlbbRTLZjZ`@	007152-15-0				7.100000000000000e-001	EST		-9						158	
dcm@@@[IEDhbeSCH@@E@@@	007153-23-3				2.290000000000000e+000	EXP			1.620000000000000e-003	EST	25	7.724000000000000e+002	25	158	
eFACDlRL@	007726-95-6				1.030000000000000e+000	EST		-7.25	2.118000000000000e+002	EXP	25	3.500000000000000e+004	20	158	
dclH@@RYegVz]`@@`@@	010240-08-1				3.240000000000000e+000	EST		85.8						158	
dmTD@@QIeUejjj@@	010588-10-0				3.250000000000000e+000	EST								158	
gNpLADVH\PdlluP@	013245-65-3				3.090000000000000e+000	EST	25		8.190000000000000e-001	EST	25	1.578000000000000e+002	25	158	
dcLH@@RUUeUufX@@DRJ@	013466-40-5				2.590000000000000e+000	EST		42.5						158	
dmTL@@RTfU]fjjX@@	013984-57-1				7.800000000000000e-001	EST								158	
dmTD@@QIee}jjj@@	015706-73-7				3.250000000000000e+000	EST								158	
dmtb@hKaAIVISne^R[enXViZZ@@	019183-14-3				6.500000000000000e-001	EXP			2.610000000000000e-006	EST	25	7.925000000000000e+003	25	158	
dmTD@@QIe]Ujjj@@	020279-51-0				3.320000000000000e+000	EST						1.270000000000000e+004	25	158	
dmTL@@R\bbRbLZji`@	021884-26-4				7.100000000000000e-001	EST								158	
dmTH@@RUUVjjj`@	025339-17-7				3.710000000000000e+000	EST		5	2.068000000000000e-002	EXP	25	1.518000000000000e+002	25	158	
dkn@aHCDChg@iEDeE^gSB@`@@@	026670-42-8				-2.760000000000000e+000	EXP			2.940000000000000e-004	EST	25	1.000000000000000e+006	25	158	
dmTL@@RTfUYfjfh@@	027813-02-1				1.210000000000000e+000	EST		-89	2.210000000000000e-002	EST	25	2.090000000000000e+004	25	158	
dmUD@DDNR[ieZjZ`@	029141-71-7				-3.300000000000000e-001	EST						1.000000000000000e+004		158	
deU@`Dp@aIf[rYjjj@@	030826-80-3				1.130000000000000e+000	EXP			1.830000000000000e-003	EST	25	7.694999999999999e+004	25	158	
dcl@@DjYU_egXFBbH@@	031017-40-0				4.530000000000000e+000	EXP			3.790000000000000e-002	EST	25	9.434000000000001e+000	25	158	
dmTB@@PURYYYZjfP@	033142-24-4				-1.280000000000000e+000	EST						6.000000000000000e+003		158	
dmUD@DhNRYYnZjZ`@	037933-88-3				-6.100000000000000e-001	EXP			4.800000000000001e-007	EST	25	1.134000000000000e+004	25	158	
dmTL@@PTfufVjih@@	039517-97-0				9.100000000000000e-001	EST						5.600000000000000e+004		158	
gNpLADJH\PdvmSPf`	041601-59-6				2.780000000000000e+000	EST	25		1.050000000000000e+000	EST	25	2.913000000000000e+002	25	158	
dmtL@@RTfVYzyjjj`@	050405-44-2				3.600000000000000e-001	EXP			2.300000000000000e-004	EST	25	1.112000000000000e+005	25	158	
dmTH@@RUUVjjj`@	055505-26-5				3.710000000000000e+000	EST			2.067000000000000e-002	EXP	25	1.518000000000000e+002	25	158	
dmtd@HPYA\bTTRJxVjjf@@	055556-94-0				-2.800000000000000e-001	EXP			1.050000000000000e-004	EST	25	1.210000000000000e+005	25	158	
dmtd@HSiATeeU~Ejji`@	055557-00-1				-5.100000000000000e-001	EXP			8.000000000000002e-005	EST	25	1.902000000000000e+005	25	158	
gOtHEQbILkW@@@@	056423-63-3				9.300000000000001e-001	EXP			8.670000000000000e-001	EST	25	1.111000000000000e+004	25	158	
dmTH@@RZWvjjj`@	057706-88-4				3.600000000000000e+000	EST		31.5						158	
gNpLADJH\PdvmSPf`	057808-36-3				2.780000000000000e+000	EST	25		1.050000000000000e+000	EST	25	2.913000000000000e+002	25	158	
dmTB@@PnR[mmZZZ`@	060415-20-5				-1.330000000000000e+000	EST						3.800000000000000e+004	18	158	
gNpLADJH\PdwMMP@	060845-51-4				3.330000000000000e+000	EST	25		3.580000000000000e+000	EST	25	9.875000000000001e+001	25	158	
deTh`LJfd@aJ[Y~FfjV@@	062036-62-8				3.800000000000000e-001	EXP			3.390000000000000e-005	EST	25	3.304000000000000e+004	25	158	
dcl`@@y]RVUmVFUx@ah`@	063655-40-3				1.130000000000000e+000	EXP			8.529999999999998e-008	EST	25	4.108000000000000e+003	25	158	
dmTB@@SaR[gmZZZ`cH	066261-38-9				1.970000000000000e+000	EST						1.910000000000000e+004	20	158	
dmUH@DpDf^eVjjh@@	067216-85-7				1.750000000000000e+000	EST						2.400000000000000e+003	20	158	
dcm@@@[IEDhhSTbh@PA@@@	068420-93-9				2.570000000000000e+000	EST		73						158	
dcvHaA`JpNF\BbbJTaMUUUP@@	068724-25-4				-2.150000000000000e+000	EXP			3.109999999999999e-008	EST	25	1.000000000000000e+006	25	158	
dmtL@@PdfzyYUjjj`@	069687-19-0				1.580000000000000e+000	EST						2.000000000000000e+004	19	158	
dcvHaA`JpNF\BbbfLaMUUUP@@	070135-16-9				-1.800000000000000e+000	EXP			3.109999999999999e-008	EST	25	5.155000000000000e+005	25	158	
dcMH@EtLdTTqbVUSLu|@@	081020-79-3				2.030000000000000e+000	EXP			2.350000000000000e-004	EST	25	7.000000000000000e+002	25	158	
dmTL@@kdiV[zjjT@@	083682-67-1				7.000000000000001e-002	EST	25		1.650000000000000e-003	EST	25	6.070000000000000e+004	25	158	
dmTL@@ETifUZjfX@@	083682-68-2				7.000000000000001e-002	EST	25		7.540000000000000e-004	EST	25	6.070000000000000e+004	25	158	
dmTB@@RUrJZJHqjff@@	087989-21-7				5.700000000000000e-001	EST						7.560000000000000e+004	15	158	
dmTB@@RUrJIQHqjZfBB`	089966-38-1				1.970000000000000e+000	EST						1.490000000000000e+004	20	158	
dmuB@HHDF\bbTraJfZii@@	104151-78-2				6.900000000000000e-001	EXP			1.130000000000000e-003	EST	25	1.797000000000000e+004	25	158	
dmuB@HHDFTfV~rifjZP@	104151-90-8				5.600000000000001e-001	EXP			1.130000000000000e-003	EST	25	2.321000000000000e+004	25	158	
deUH`Di`bDfUokh@b`@@	136309-02-9				2.220000000000000e+000	EXP			7.859999999999999e-002	EST	25	8.828000000000000e+002	25	158	
deUH`Dk`bDfUuih@J`@@	136309-11-0				1.990000000000000e+000	EXP			7.859999999999999e-002	EST	25	1.388000000000000e+003	25	158	
dcVDaAc@q@xYPVUvfijh@@	SRC000-02-7				-3.630000000000000e+000	EXP								158	
dcvHaA`LPNFTFUWhjjjjh@@	SRC000-39-2				-1.800000000000000e+000	EXP								158	
dcvHaA`LPNF\BbbRLaMUUUP@@	SRC000-39-3				-1.800000000000000e+000	EXP								158	
dmUD@DHAR[eYZjf`@	SRC002-02-1				-4.500000000000000e-001	EXP								158	
dcm@@@aJY~UrevZh@D@@	SRC002-79-7				1.780000000000000e+000	EXP								158	
deUH`DjPbDfVYkh@bP@@	SRC003-70-5				4.400000000000000e-001	EXP								158	
deUH`DX`bDfYnXXDH`@@	SRC003-70-6				1.900000000000000e-001	EXP								158	
dcnH@NAIfV][iuhFBH@@	000083-54-5				4.400000000000000e-001	EXP		152	2.770000000000000e-003	EST	25	1.660000000000000e+004		159	
dmVL@BAIR[efZji`@	000096-81-1				3.000000000000000e-001	EST						6.950000000000000e+004	25	159	
dcnH@AAIe[gkev@@`@@@	000118-46-7				1.770000000000000e+000	EST		206						159	
dmvDQBxPdEdBd^rJJIQUi``X`@@	000364-74-9				1.860000000000000e+000	EXP		-11.7	3.500000000000000e-001	EST	25	7.261000000000000e+002	25	159	
dmvDPBxPdEdDfYYVfBAR@@	000446-35-5				2.210000000000000e+000	EST		9.8						159	
dcN@@@Ri]mUvjl@@@@	000555-57-7				1.960000000000000e+000	EST								159	
dcnH@DCHhheBdwKkUH@P@@	000606-43-9				1.450000000000000e+000	EXP		74	3.130000000000000e-004	EST	25	1.430000000000000e+004	25	159	
dcnH@ACIEMDhcpkm@@@@@@	000607-31-8				2.220000000000000e+000	EST		41						159	
dcnH@NAIfVW[iv@@B@@@	000607-67-0				2.210000000000000e+000	EST		234.0				1.000000000000000e+004	20	159	
dmVD@HADeUUVjjh@@	000629-46-9				4.320000000000000e+000	EST								159	
deVL`NaL@HrRRqICJt@@@@	000636-73-7				-2.350000000000000e+000	EST		357 dec						159	
dmVD@BADf{UVjjh@@	000644-90-6				-5.300000000000000e-001	EST		270						159	
dcnH@AAIfyWXUujP`H@@	000703-80-0				1.740000000000000e+000	EST		192.3						159	
dcnH@BAIfUnZQV@@@`@@	000826-81-3	5.550000000000000e+000	EXP		2.330000000000000e+000	EXP		73.8	1.050000000000000e-004	EST	25	2.687000000000001e+003	25	159	
dcnH@JAJ[e[yYv`@@@@@	000938-33-0	5.010000000000000e+000	EXP		1.840000000000000e+000	EXP		49.5	3.230000000000000e-003	EST	25	1.852000000000000e+003	25	159	
dmVD@EADfuUVjjh@@	001002-57-9	4.590000000000000e+000	EXP		-2.550000000000000e+000	EXP			5.650000000000000e-010	EST	25	8.842000000000000e+004	25	159	
dcn@@@RifurZ]jA`b@@	001971-46-6				3.700000000000000e+000	EST		18						159	
dmvDQAePdFdAe^rJIJHrn`BI`@@	002265-94-3				2.030000000000000e+000	EXP		17	3.500000000000000e-001	EST	25	5.198000000000000e+002	25	159	
dmvB@HALyImf^UVjZh@@	002403-24-9													159	
dmVD@JADfV_fjjh@@	002743-60-4				1.210000000000000e+000	EST						4.380000000000000e+004		159	
dcnH@EAIfV][iv@@B@@@	002834-90-4				1.420000000000000e+000	EST								159	
dmVL@BAIR[efZji`@	003067-19-4				3.000000000000000e-001	EST						3.710000000000000e+004	25	159	
dmVL@JAIRY[VZji`@	003619-01-0				-1.700000000000000e-001	EXP			8.310000000000001e-004	EST	25	9.643000000000000e+004	25	159	
dcnH@BAIfUmZQV@@@`@@	003846-73-9	5.560000000000000e+000	EXP		2.410000000000000e+000	EXP			1.050000000000000e-004	EST	25	2.295000000000000e+003	25	159	
dmVD@LADf]UVjjh@@	004248-20-8				2.360000000000000e+000	EXP			1.110000000000000e-001	EST	25	6.659000000000001e+002	25	159	
dco@@@aLdRaTRVDnmU@@`@@	004368-68-7				1.270000000000000e+000	EXP			3.080000000000000e-003	EST	25	5.681000000000000e+003	25	159	
dcnH@NAJ[VuXUv`@@@@@	004964-76-5	5.030000000000000e+000	EXP	20	2.370000000000000e+000	EXP			3.230000000000000e-003	EST	25	9.125000000000000e+002	25	159	
dcnH@IAJ[Vu[ev`@@@@@	005263-87-6	5.030000000000000e+000	EXP	20	2.200000000000000e+000	EXP		26.5	3.230000000000000e-003	EST	25	9.125000000000000e+002	25	159	
dmVD@DBlbbTQRZjj`@	005323-54-6				2.200000000000000e-001	EST						6.600000000000000e+004	25	159	
dmVL@BAAR[eVZjf`@	005338-45-4				-7.000000000000001e-002	EST						2.945000000000000e+004	25	159	
dmVD@BALbfbbJZjj`@	005428-01-3				-8.400000000000000e-001	EST						4.950000000000000e+005	15	159	
dcnH@BAIfUmXYV@@@`@@	005541-67-3				2.370000000000000e+000	EXP			1.050000000000000e-004	EST	25	2.483000000000000e+003	25	159	
dco@@@bdigyWJWYj`@P@@	006085-94-5				9.200000000000000e-001	EXP		49	3.080000000000000e-003	EST	25	1.131000000000000e+004	25	159	
dmVD@D@dfWUVjjh@@	007377-03-9				1.660000000000000e+000	EST		78.75						159	
dcn@@@Re]eRi]jf@B@@	010338-69-9				1.990000000000000e+000	EXP			3.970000000000000e-003	EST	25	1.404000000000000e+004	25	159	
deVD`IXPBDiefijZih@@	013584-27-5				-2.200000000000000e-001	EXP			6.759999999999999e-005	EST	25	1.064000000000000e+005	25	159	
dc^@@@RYf_RZnWZjh@H@@	014098-20-5				2.130000000000000e+000	EXP			8.710000000000001e-003	EST	25	1.176000000000000e+004	25	159	
dco@@@`di]YWBWYZ`@`@@	016227-13-7				7.400000000000000e-001	EXP			3.080000000000000e-003	EST	25	1.611000000000000e+004	25	159	
dmVL@BAIR[efZji`@	017916-88-0				3.000000000000000e-001	EST						6.940000000000000e+004	25	159	
dcn@@@rQQQIXyPkPLDT@@	021296-92-4				3.700000000000000e+000	EST		121.5						159	
dcnH@AAIfyWXUujP`H@@	025314-91-4				2.060000000000000e+000	EXP			2.560000000000000e-004	EST	25	1.202000000000000e+003	25	159	
dmWD@HQ`kHeECDfijh@@	050285-72-8				1.110000000000000e+000	EXP			2.130000000000000e-001	EST	25	7.781999999999999e+003	25	159	
dcnH@MAJ[Vu[ev`@@@@@	052986-70-6				2.220000000000000e+000	EXP			3.230000000000000e-003	EST	25	8.773000000000000e+002	25	159	
dc^@@@rJJIPiTs\nuU@AP@@	058742-04-4				2.000000000000000e+000	EXP			8.710000000000001e-003	EST	25	1.153000000000000e+004	25	159	
dc^@@@rJJIPiTs\nuU@AP@@	062624-26-4				2.090000000000000e+000	EXP			8.710000000000001e-003	EST	25	1.153000000000000e+004	25	159	
dcn@@@Re]eRi]@Bjd`@	070644-46-1				3.410000000000000e+000	EST		22.1						159	
dc^@@@RYf_RZnWZjh@H@@	072597-35-4				2.080000000000000e+000	EXP			8.710000000000001e-003	EST	25	1.176000000000000e+004	25	159	
dmWH@Dp`RY]UZjj`@	079353-76-7				4.600000000000000e-001	EXP			2.750000000000000e-004	EST	25	2.792000000000000e+004	25	159	
dco@@@aTiYVTfGP@@h@@@	089770-41-2				1.570000000000000e+000	EXP			6.529999999999999e-006	EST	25	3.149000000000001e+003	25	159	
dcnD@MADfVu\jFVh@K`@@	089877-62-3				2.600000000000000e-001	EST						3.160000000000000e+002	25	159	
dmVL@BAER[eiZjjP@	092571-59-0				-1.100000000000000e-001	EST						2.000000000000000e+003	20	159	
dco@@@cDigyWJWYj`@P@@	109299-75-4				1.560000000000000e+000	EXP			3.080000000000000e-003	EST	25	3.212000000000000e+003	25	159	
dcnH@NAIYVuXUv`@@@@@	SRC002-07-0				1.290000000000000e+000	EXP								159	
dcN@@@rIQQQHkoTE@@@@	SRC002-11-2				2.330000000000000e+000	EXP								159	
dmtL`Hs`tDenYyVfB@@@	000054-21-7				-1.430000000000000e+000	EXP		213 dec	3.680000000000000e-011	EST	25	1.250000000000000e+005	25	160	
dcm@@@qJY~Ureujh@H@@	000059-98-3	1.030000000000000e+001	EXP		2.650000000000000e+000	EXP		174       	1.020000000000000e-005	EST	25	3.726000000000000e+002	25	160	
dcm@@@uJYU_rnf`Pbh@@	000061-54-1				1.550000000000000e+000	EXP		118	1.280000000000000e-004	EST	25	3.300999999999999e+004	25	160	
gGPBADQpTQhcHiCUH@	000075-94-5				2.360000000000000e+000	EST		-95	6.585899999999998e+001	EXP	25	6.477000000000001e+002	25	160	
dclD@@UIfV^XYv@@B@@@	000083-56-7				1.940000000000000e+000	EXP		262 dec	7.149999999999999e-006	EST	25	1.650000000000000e+002	20	160	
dclD@@GHhhhhjpkkPM@P@@	000085-90-5				2.290000000000000e+000	EST		68						160	
dcl`@@`nReeWZY]@``@@@	000086-54-4				1.000000000000000e+000	EXP		172-173   	7.470000000000001e-006	EST	25	9.561000000000000e+003	25	160	
dmL@`@BDfUmZZU`@@@@@	000091-60-1				3.860000000000000e+000	EST		81						160	
dclD@@IIf]U[evB@@@@@	000092-44-4				2.240000000000000e+000	EXP		162	7.149999999999999e-006	EST	25	2.930000000000000e+002	20	160	
dclD@@QIe[WiiUjP@h@@	000092-48-8				2.060000000000000e+000	EST		76.5						160	
did@P@bAbDfY]n`HH@@	000095-73-8				4.240000000000000e+000	EXP		-13.5	4.580000000000000e-001	EXP	25	1.620000000000000e+001	25	160	
did@P@bBbDfYun``H@@	000095-75-0				3.950000000000000e+000	EXP		-15.2	3.150000000000000e-001	EXP	25	2.600000000000000e+001	30	160	
did@P@bDbDfyWaj@@@@	000098-87-3				2.970000000000000e+000	EST		-17	4.700000000000000e-001	EXP	25	2.500000000000000e+002	30	160	
did@P@bAbDfUvf`@h@@	000104-83-6				3.180000000000000e+000	EXP		31	1.930000000000000e+000	EST	25	1.930000000000000e+002	25	160	
dmTB@@SarJIIPijij@@	000105-53-3				9.600000000000000e-001	EXP		-50	2.690000000000000e-001	EXP	25	2.320000000000000e+004	37	160	
dmTB@@RUR[UVZji`@	000111-16-0	4.510000000000000e+000	EXP	25	6.100000000000000e-001	EXP		106	2.079000000000000e-005	EXT	25	5.000000000000000e+004	20	160	
dmTL@@Qdf]UVjjh@@	000112-07-2				1.570000000000000e+000	EST		-63	3.750000000000000e-001	EXP	20	9.000000000000000e+003	20	160	
dmTD@@YIZU~jjj@@	000115-84-4				2.130000000000000e+000	EST		43.8						160	
did@P@bNbDfYYa`H`@@	000118-69-4				3.990000000000000e+000	EXP		25.8	3.580000000000000e-001	EST	25	1.850000000000000e+001	25	160	
gGPdHaBWPRjvj@@	000124-65-2				-2.180000000000000e+000	EST								160	
dmLB@@pYReVuJiVjjjh@@	000126-54-5				-5.800000000000000e-001	EST		48.3						160	
dclD@@UIfVW[iv@@B@@@	000132-86-5				1.970000000000000e+000	EXP		123.5	7.149999999999999e-006	EST	25	1.800000000000000e+003	20	160	
dmT@`@dDeUUZjjh@@	000334-56-5				5.190000000000000e+000	EST		-35	6.260000000000000e-001	EXT	25	2.507000000000000e+000	25	160	
deTDPDp@bICIIKDdLrp@@@@	000368-43-4				2.630000000000000e+000	EST								160	
dmTB@@SaR[ieZjZ`@	000510-20-3				6.100000000000000e-001	EST		127 dec				6.500000000000000e+005	16	160	
dcm@@@yJUnyIit@bZb@@	000525-74-6				1.130000000000000e+000	EXP			1.110000000000000e-002	EST	25	7.539000000000000e+004	25	160	
dmL@`@BLbbbTQ[iV@@@@@@	000529-36-2				3.860000000000000e+000	EST								160	
dmTB@@QnrJZJHijfj@@	000534-59-8				6.500000000000000e-001	EST		104.5	1.440000000000000e-004	EST	25	4.380000000000000e+005	25	160	
dclD@@UIfV][iv@@B@@@	000571-60-8	9.580000000000000e+000	EXP	14	1.900000000000000e+000	EXP			7.149999999999999e-006	EST	25	6.193000000000000e+003	25	160	
dclD@@uIfV_XYV@@@`@@	000575-38-2				1.940000000000000e+000	EXP		180.5	7.149999999999999e-006	EST	25	5.725000000000000e+003	25	160	
dclD@@wHhheEbprl@@A@@@	000575-44-0				2.210000000000000e+000	EST		138						160	
dclD@@uIe[WiiV@@@`@@	000581-43-1				1.900000000000000e+000	EXP		220	7.149999999999999e-006	EST	25	1.000000000000000e+003	14	160	
dcm@@@{IDeCDdUKh@UUB@@	000581-49-7				1.060000000000000e+000	EST						1.000000000000000e+006		160	
dclD@@uIe[UiiV@@@`@@	000582-17-2				2.210000000000000e+000	EST		193						160	
gGPBAbJPLaYAInih@	000598-73-2				1.550000000000000e+000	EST			1.970000000000000e+003	EXP	25	3.198000000000000e+003	25	160	
dclD@@QIeYWieujP`H@@	000607-71-6				2.060000000000000e+000	EST						6.210000000000000e+002	37	160	
did@P@bAbDfYUn`HH@@	000611-19-8				3.440000000000000e+000	EST		-17						160	
dmTL@@Pdf{UVjjh@@	000617-73-2				1.810000000000000e+000	EST		70						160	
did@P@bAbLbbRaih@J@@	000620-20-2				3.440000000000000e+000	EST								160	
dcMH@DDDfUe]]ZhL@@@	000621-03-4				1.350000000000000e+000	EST						3.000000000000000e+002	23	160	
dmTB@@SiRYyvZji`@	000623-84-7				8.200000000000000e-001	EST			5.780000000000001e-001	EST	25	1.000000000000000e+005	25	160	
dmTB@@RUR[gVZji`@	000626-70-0				6.500000000000000e-001	EST	25	64	1.440000000000000e-004	EST	25	4.766999999999999e+004	25	160	
dmTB@@PYRYU{Zjf`@	000627-73-6				9.000000000000000e-001	EST		<-20						160	
dmTB@@RURY]VZji`@	000627-91-8				1.100000000000000e+000	EST		9						160	
dmTB@@SiRYuVZji`@	000628-66-0				9.000000000000000e-001	EST						1.000000000000000e+005		160	
dmTB@@RUR[i^Zji`@	000631-31-2				6.100000000000000e-001	EST						1.540000000000000e+005	15	160	
dmTB@@RUrJZQEQjjf@@	000681-57-2				6.700000000000000e-001	EXP		83-85	1.840000000000000e-004	EST	25	4.543000000000000e+004	25	160	
dmL@`@BLdTRaRJiViP@`@@	000825-55-8				3.740000000000000e+000	EXP			2.820000000000000e-003	EST	25	4.367999999999999e+001	25	160	
dcl@@DjUg^aWP`hjH@@	000827-52-1				4.810000000000000e+000	EST		7.3	3.990000000000000e-002	EXP	25	5.326999999999999e+000	25	160	
gNqLJHaQFbLbdLjf@@	000918-00-3				1.120000000000000e+000	EST			7.500000000000000e+000	EST	25	7.445000000000000e+003	25	160	
dcmH@BhDfWYTjWZV`@`@@	001076-60-4				1.340000000000000e+000	EST						1.750000000000000e+003	25	160	
dcl@@DjYU]azPbHjH@@	001076-61-5				5.050000000000000e+000	EST		10						160	
dmTB@@PYRY][Zjf`@	001119-40-0				6.200000000000000e-001	EXP		-42.5	1.890000000000000e+000	EST	25	2.019000000000000e+004	25	160	
dmTB@@RUR[fVZji`@	001186-78-3				5.700000000000000e-001	EST						1.610000000000000e+005	13	160	
ded@`@BDeUUjjj@@	001455-21-6				4.700000000000000e+000	EST		-20.1	1.316000000000000e-001	EXP	25	6.543000000000000e+000	25	160	
dmUL@NDDYIm[Yjfj@@	001596-84-5	4.680000000000000e+000	EXP	20	-1.500000000000000e+000	EXP		154.5	2.000000000000000e-004	EXP	23	1.000000000000000e+005	25	160	
dmTB@@PYRY[{Zjf`@	001604-11-1				8.200000000000000e-001	EST								160	
dclD@@IIfuU[eujZ@@@@	001646-26-0				1.970000000000000e+000	EST		76						160	
dcmH@DHDfyUUnWVih@@@@	001670-84-4				1.610000000000000e+000	EXP			1.410000000000000e-006	EST	25	2.881000000000000e+003	25	160	
dcmH@DdDfyedUgV`HaH@@	001670-86-6				6.600000000000000e-001	EXP			1.410000000000000e-006	EST	25	1.866000000000000e+004	25	160	
dcmH@DTDfyVwaWV`@iH@@	001670-87-7				8.700000000000000e-001	EXP			1.410000000000000e-006	EST	25	1.235000000000000e+004	25	160	
ded@P@bHhDfUUjjj@@	001730-69-4				4.580000000000000e+000	EST		< 25						160	
gNpLADFH\Pdr}UP@	001790-22-3				2.990000000000000e+000	EST	25		8.239999999999998e-001	EST	25	1.869000000000000e+002	25	160	
gNpLADVH\PdtmUP@	001871-58-5				2.960000000000000e+000	EST								160	
dcl`@@pjrQQQEIMrzAP@@@@	001899-48-5	7.960000000000000e+000	EXP	20	1.000000000000000e+000	EXP			8.749999999999999e-006	EST	25	9.561000000000000e+003	25	160	
dcl@@DjYZUe{PbJbH@@	001985-59-7				4.830000000000000e+000	EST								160	
dmTB@@RUrJZQPqjjf@@	002103-16-4				5.300000000000000e-001	EST						9.570000000000000e+004	15	160	
dmTB@@RUR[gfZji`@	002121-67-7				5.700000000000000e-001	EST						5.600000000000000e+004	25	160	
dcvDaBcPk@xiPYfZzZjjj`@	002209-02-1				-2.950000000000000e+000	EXP			4.740000000000000e-011	EST	25	1.000000000000000e+006	25	160	
dmTB@@RUrJZJHqjjf@@	002338-45-6				5.700000000000000e-001	EST						6.270000000000000e+004	20	160	
dcL@@LdbbQrgC@pEP@@	002388-14-9				4.900000000000000e+000	EST		-30.6						160	
dcmH@DDDfYg]aWVjA@`@@	002436-66-0				6.900000000000000e-001	EXP			1.240000000000000e-004	EST	25	1.759000000000000e+004	25	160	
dclD@@SHheEBeWKkTp@P@@	002445-82-1				2.060000000000000e+000	EST		91						160	
dclD@@QIe[UiiUjP@h@@	002445-83-2				2.060000000000000e+000	EST		128						160	
dcVDaAc@k@xYPVUvfjjh@@	002494-55-5				-2.960000000000000e+000	EXP			3.349999999999999e-008	EST	25	1.000000000000000e+006	25	160	
dclH@@rQQRJItJ{PUPB@@	002513-25-9				3.310000000000000e+000	EXP			5.560000000000000e-002	EST	25	1.018000000000000e+002	25	160	
gNplLQDSpPPduluP@	002524-03-0				1.390000000000000e+000	EST			5.000000000000000e-001	EXT	25	4.400000000000000e+003	25	160	
dmTD@@qJUU^jjj@@	002568-90-3				2.750000000000000e+000	EST		-58.1						160	
